Bedwell Eel 04-28,Bedwell Eel 05-11,Bedwell Eel 05-27,Bedwell Eel 06-09,Bedwell NonEel 04-14,Bedwell NonEel 05-27,Fraser Eel 03-30,Fraser Eel 04-16,Fraser Eel 04-30,Fraser Eel 05-11,Fraser Eel 05-27,Fraser Eel 06-11,Fraser Eel 06-25,Fraser Eel 07-12,Fraser NonEel 03-30,Fraser NonEel 04-16,Fraser NonEel 04-30,Fraser NonEel 05-11,Fraser NonEel 05-27,Fraser NonEel 06-11,Fraser NonEel 06-25,Fraser NonEel 07-12,Koeye Eel 04-30,Koeye Eel 05-11,Koeye Eel 06-11,Koeye Eel 07-09,Koeye Eel 08-07,Koeye NonEel 04-30,Koeye NonEel 05-11,Koeye NonEel 06-11,Koeye NonEel 07-09,Koeye NonEel 08-07,Qualicum Eel 04-11,Qualicum Eel 04-25,Qualicum Eel 05-10,Qualicum Eel 05-25,Qualicum Eel 06-06,Qualicum Eel 06-22,Qualicum Eel 07-06,Qualicum NonEel 04-11,Qualicum NonEel 04-25,Qualicum NonEel 05-10,Qualicum NonEel 05-25,Qualicum NonEel 06-06,Qualicum NonEel 06-22,Tahsis Eel 05-10,Tahsis Eel 05-26,Tahsis Eel 06-08,Tahsis Eel 06-23,Tahsis NonEel 05-10,Tahsis NonEel 05-26,Tahsis NonEel 06-08,Tahsis NonEel 06-23
0.0,0.0,0.0,0.0,2.8134107187600366,0.0,0.0,-0.7222849934299519,0.0,0.0,1.1422792245024143,-0.7419372947293785,0.8096054947156849,0.7645278190609368,0.0,-0.35300155623909024,1.486695797092886,0.0,1.6360106102147305,1.3894766049069298,1.9715126681127018,0.48077964017088015,0.0,0.3710637073908317,0.0,2.0402208295265547,0.0,0.0,0.0,0.0,0.0,-0.23901686847050052,-0.7716502740478893,0.9753237630760572,2.1037342328488804,0.0,0.0,0.0,0.0,0.0,0.0,-0.2851789412336625,0.0,-0.9555114050274371,-1.3686395288811752,0.0,0.0,-0.6907062620269335,-0.05531642898320774,0.0,0.2960503108722974,-0.0119285632652738,0.2700604954352945
0.0,0.0,0.0,0.0,0.0,0.0,0.12708576412110967,-0.15551107140708798,3.031578404975014,0.0,1.9312719457065757,2.302585092994046,0.015972901287426376,1.4042320642510024,0.0,0.6278277145643028,2.3657919403475405,0.0,1.214896290222967,1.2866022496608527,0.972530450509531,1.702736461173795,0.0,2.8421208220669962,0.0,0.0,0.0,0.0,2.3715779631476637,1.6262450380838147,0.0,0.0,0.0,0.0,0.0,-0.7747271525523682,0.0,0.0,0.0,0.0,0.0,0.0,0.4521636896174043,1.1535965945508693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8579550806945276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8329091429351042,-1.255615984477776,0.0,-3.217274607501229,-0.09984530796971645,0.0,0.0,0.0,0.0,-1.4831185264220974,0.0,0.0,0.242071600199728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.171182996502945,0.1508228917345836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8981250312377815,0.0,0.0,0.0,0.0,0.0
0.0,0.8498009963553221,0.0,1.760260804168684,3.245803833683046,0.3078847667693003,4.03255609710063,3.848725482467034,3.6534787754293583,3.7747579427528213,3.6513265555843226,3.849159921561372,3.9761972802360765,3.8801687232172015,4.244580168856385,4.335283553923721,3.9794247180930444,2.704380469198542,3.0295610363306245,4.190798253119847,3.875838775250711,3.4441402679007007,0.6348782974359692,3.332978096594344,-0.36464317758791137,2.7641396667835565,-1.4109740137942421,0.0,4.427599232189701,3.7407778921151507,0.9162907318741551,-0.05695746344359671,2.848236343346953,1.8154229996494309,2.037766123201095,1.8994214819086432,0.0,-0.16299792655149042,0.0,-0.02761521423297456,1.0130081392509611,2.3607076130453195,0.0,-0.5301712155188273,0.5108256437659905,4.5451297986609465,4.578785239583314,4.286101253234331,4.504447485132964,4.482918905577765,3.761786225293118,4.430722686081514,4.120208072783651
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.171182996502945,0.0,-0.021504830221908865,0.0,0.0,0.0,1.4389433679888441,1.410285630265459,2.1118041099361404,2.449072896405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1566537730453762,-1.0715834802801996,0.0,0.38077247218445937,0.020202743317518677,-0.631271764841858,1.5942281617143221,1.2112455536550157,2.9848032032415808,3.8080519340454013,1.5606477562646683,0.8327026016110433,1.2864490255251744,-1.359519624971049,2.825052291900522,2.4055890361147045,3.7680764958512714,4.11405489767782,2.7979269617340963,-0.8666220251648319,2.004819465281786,0.0,1.4712927843100796,0.5280586878545902,1.4868355851243766,0.09588174370328215,0.0,1.2729656838128873,2.473542892851971,0.0,1.3704210185636005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4847760096153365,0.0,0.0,0.0,0.0,-1.895285002829041,0.0,-0.3886579922917831,0.8741778837274007,1.2133499808585329,0.0,0.6812186172946715,-0.13540468900620423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.255615984477776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5447267514415822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009695449338221309,2.236095346787713,3.492764574312646,0.1508228917345836,2.277892484403674,2.7282529052197293,0.0,0.0,-0.6471032600585386,-0.021978875607664625,0.0,0.0,0.0,-0.7929924885296618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348782974359692,-0.029558788241544492,0.5280586878545902,1.735731633690596,-1.13158408304692,0.0,0.0,0.0,0.0,-0.23901686847050052,-1.8702625627159992,-1.4060971484160831,0.4942963448147799,1.171182996502945,0.556287999842748,-0.1455423216239915,-0.26236422446749186,-0.9439057919071342,0.050032059364931346,2.353878388381596,2.3683364751931895,0.7000718247750037,2.604478680534257,0.0,0.0,0.0,0.0,0.0,-1.0902439014976024,1.492148822266556,-0.8285518695661496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.756121911721336,0.0,0.0,0.0,-1.0647112769925742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162907318741551,0.0,0.0,0.0,0.0,0.0,0.0,-1.2441547259587764,0.0,0.0,-0.9062404060206536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
