region,date,set,location,eel,Paired,comp,date_proc,proc,1_frac_corr,sz_frac,orgnsm,count,rel_abun,Sum,act_count
Fraser ,16-Apr-16,1.1,Site 3 SF FR 016 ,0,,1,20-Sep-16,MM,13.33333333,1,Phyllodocida,40,0.007025761,,3
Fraser ,16-Apr-16,1.1,Site 3 SF FR 016 ,0,,1,20-Sep-16,MM,13.33333333,1,Barnacle,106.6666667,0.018735363,,8
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,10,Valvifera,1,7.34268E-05,13619,0.025
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,2,Gammarid,13,0.000954549,,0.325
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,2,Calanoid,1,7.34268E-05,,0.025
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,2,Mysida,1,7.34268E-05,,0.025
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,2,Brachyura,3,0.00022028,,0.075
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,1,Cladoceran,240,0.017622439,,6
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,1,Harpac,9640,0.707834643,,241
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,1,Calanoid,3520,0.258462442,,88
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,1,Barnacle,120,0.00881122,,3
Fraser ,16-Apr-16,2.1,Site 2 FR 017,1,,1,30-Sep-16,MM,40,1,Phyllodocida,80,0.005874146,,2
Fraser ,16-Apr-16,2.1,Site 3 FR 016,0,,1,20-Sep-16,MM,13.33333333,2,Cumacea,1,0.000153038,6534.333333,0.075
Fraser ,16-Apr-16,2.1,Site 3 FR 016,0,,1,20-Sep-16,MM,13.33333333,1,Cladoceran,733.3333333,0.11222772,,55
Fraser ,16-Apr-16,2.1,Site 3 FR 016,0,,1,20-Sep-16,MM,13.33333333,1,Appendicularia,13.33333333,0.002040504,,1
Fraser ,16-Apr-16,2.1,Site 3 FR 016,0,,1,20-Sep-16,MM,13.33333333,1,Harpac,186.6666667,0.028567056,,14
Fraser ,16-Apr-16,2.1,Site 3 FR 016,0,,1,20-Sep-16,MM,13.33333333,1,Calanoid,5440,0.832525634,,408
Fraser ,16-Apr-16,2.1,Site 3 FR 016,0,,1,20-Sep-16,MM,13.33333333,1,Barnacle,26.66666667,0.004081008,,2
Fraser ,16-Apr-16,2.1,Site 3 FR 016,0,,1,20-Sep-16,MM,13.33333333,1,Phyllodocida,133.3333333,0.02040504,,10
Fraser ,30-Mar-16,1.2,WPT 017_FR Rob Bank,1,,0,,,,,NAN,,,,#DIV/0!
Fraser ,30-Mar-16,1.2,NRB SF WB FR 016,0,,0,,,,,NAN,,,,#DIV/0!
Fraser ,30-Mar-16,2.2,NRB WP FR 017,1,,0,,,,,NAN,,,,#DIV/0!
Fraser ,30-Mar-16,2.2,WPT 016_FR NRB SF,0,,0,,,,,NAN,,,,#DIV/0!
Fraser ,30-Mar-16,2.1,NRB WP FR 017,1,,1,20-Sep-16,MM,4,1,Cladoceran,4,0.005319149,752,1
Fraser ,30-Mar-16,2.1,NRB WP FR 017,1,,1,20-Sep-16,MM,4,1,Phyllodocida,24,0.031914894,,6
Fraser ,30-Mar-16,2.1,NRB WP FR 017,1,,1,20-Sep-16,MM,4,1,Harpac,16,0.021276596,,4
Fraser ,30-Mar-16,2.1,NRB WP FR 017,1,,1,20-Sep-16,MM,4,1,Calanoid,692,0.920212766,,173
Fraser ,30-Mar-16,2.1,NRB WP FR 017,1,,1,20-Sep-16,MM,4,1,Barnacle,16,0.021276596,,4
Fraser ,30-Mar-16,1.1,NRB SF WP FR 016,0,,1,22-Sep-16,MM,8,1,Cladoceran,8,0.00370199,2161,1
Fraser ,30-Mar-16,1.1,NRB SF WP FR 016,0,,1,22-Sep-16,MM,8,1,Phyllodocida,8,0.00370199,,1
Fraser ,30-Mar-16,1.1,NRB SF WP FR 016,0,,1,22-Sep-16,MM,8,1,Harpac,32,0.014807959,,4
Fraser ,30-Mar-16,1.1,NRB SF WP FR 016,0,,1,22-Sep-16,MM,8,1,Calanoid,2112,0.977325312,,264
Fraser ,30-Mar-16,1.1,NRB SF WP FR 016,0,,1,22-Sep-16,MM,8,2,Mysida,1,0.000462749,,0.125
Fraser ,30-Mar-16,1.1,NRB WPT FR 017,1,,1,22-Sep-16,MM,4,2,Mysida,34,0.01218638,2790,8.5
Fraser ,30-Mar-16,1.1,NRB WPT FR 017,1,,1,22-Sep-16,MM,4,1,Harpac,1000,0.358422939,,250
Fraser ,30-Mar-16,1.1,NRB WPT FR 017,1,,1,22-Sep-16,MM,4,1,Calanoid,580,0.207885305,,145
Fraser ,30-Mar-16,1.1,NRB WPT FR 017,1,,1,22-Sep-16,MM,4,1,Barnacle,4,0.001433692,,1
Fraser ,30-Mar-16,2.1,NRB SF WB FR 016,0,,1,22-Sep-16,MM,4,1,Cladoceran,4,0.001433692,,1
Fraser ,30-Mar-16,2.1,NRB SF WB FR 016,0,,1,22-Sep-16,MM,4,1,Phyllodocida,4,0.001433692,,1
Fraser ,30-Mar-16,2.1,NRB SF WB FR 016,0,,1,22-Sep-16,MM,4,1,Calanoid,1164,0.417204301,,291
Qualicum,20-Jul-16,2.1,Sunny Beach,0,,1,10-Dec-16,MM,10,10,Fish Larvae,1,0.006493506,154,1
Qualicum,20-Jul-16,2.1,Sunny Beach,0,,1,10-Dec-16,MM,10,2,Gammarid,1,0.006493506,,1
Qualicum,20-Jul-16,2.1,Sunny Beach,0,,1,10-Dec-16,MM,10,2,Mysida,1,0.006493506,,1
Qualicum,20-Jul-16,2.1,Sunny Beach,0,,1,10-Dec-16,MM,10,2,Cumacea,1,0.006493506,,1
Qualicum,20-Jul-16,2.1,Sunny Beach,0,,1,10-Dec-16,MM,10,1,Gammarid,50,0.324675325,,5
Qualicum,20-Jul-16,2.1,Sunny Beach,0,,1,10-Dec-16,MM,10,1,Caprellidea,10,0.064935065,,1
Qualicum,20-Jul-16,2.1,Sunny Beach,0,,1,10-Dec-16,MM,10,1,Phyllodocida,10,0.064935065,,1
Qualicum,20-Jul-16,2.1,Sunny Beach,0,,1,10-Dec-16,MM,10,1,Cumacea,80,0.519480519,,8
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,18,Natantia,4,0.02247191,178,4
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,14,Natantia,21,0.117977528,,21
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,10,Natantia,19,0.106741573,,19
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,6,Natantia,6,0.033707865,,6
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,6,Phyllodocida,1,0.005617978,,1
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,10,Phyllodocida,1,0.005617978,,1
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,10,Brachyura,1,0.005617978,,1
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,2,Gammarid,18,0.101123596,,18
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,2,Caprellidea,43,0.241573034,,43
Qualicum,20-Jul-16,1.1,Sunny Beach,0,,1,10-Dec-16,MM,1,2,Natantia,64,0.359550562,,64
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,18,Natantia,30,0.056497175,531,30
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,14,Natantia,57,0.107344633,,57
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,10,Natantia,42,0.079096045,,42
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,6,Natantia,21,0.039548023,,21
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,22,Natantia,4,0.007532957,,4
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,2,Gammarid,14,0.026365348,,14
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,2,Natantia,59,0.111111111,,59
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,1,Gammarid,160,0.301318267,,20
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,1,Caprellidea,64,0.120527307,,8
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,1,Calanoid,16,0.030131827,,2
Qualicum,19-Jul-16,2.1,Bowser L2,1,,1,10-Dec-16,MM,8,1,Ostracod,64,0.120527307,,8
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,26,Natantia,5,0.023696682,211,5
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,22,Natantia,6,0.028436019,,6
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,18,Natantia,12,0.056872038,,12
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,14,Natantia,19,0.090047393,,19
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,10,Natantia,49,0.232227488,,49
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,6,Natantia,23,0.109004739,,23
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,2,Gammarid,5,0.023696682,,5
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,2,Caprellidea,10,0.047393365,,10
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,2,Natantia,42,0.199052133,,42
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,1,Gammarid,192,0.909952607,,24
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,1,Phyllodocida,16,0.075829384,,2
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,1,Harpac,88,0.417061611,,11
Qualicum,19-Jul-16,1.1,Bowser L2,1,,1,10-Dec-16,MM,8,1,Calanoid,24,0.113744076,,3
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,10,Gammarid,3,0.019230769,156,3
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,6,Gammarid,4,0.025641026,,4
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,26,Natantia,2,0.012820513,,2
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,22,Natantia,2,0.012820513,,2
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,18,Natantia,6,0.038461538,,6
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,14,Natantia,17,0.108974359,,17
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,10,Natantia,18,0.115384615,,18
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,6,Natantia,4,0.025641026,,4
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,22,Natantia,2,0.012820513,,2
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,2,Gammarid,9,0.057692308,,9
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,2,Valvifera,1,0.006410256,,1
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,2,Natantia,47,0.301282051,,47
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,1,Gammarid,37,0.237179487,,37
Qualicum ,06-Jul-16,1.1,Bowser L4,1,,1,29-Sep-16,MM,1,1,Valvifera,4,0.025641026,,4
Qualicum ,06-Jul-16,2.2,Bowser L2,1,,0,,,,,NAN,,,,#DIV/0!
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,22,Natantia,1,0.007692308,130,1
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,18,Natantia,9,0.069230769,,9
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,14,Natantia,21,0.161538462,,21
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,10,Natantia,13,0.1,,13
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,6,Natantia,2,0.015384615,,2
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,18,Natantia,1,0.007692308,,1
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,42,Natantia,1,0.007692308,,1
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,26,Fish Larvae,1,0.007692308,,1
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,14,Brachyura,2,0.015384615,,2
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,10,Brachyura,2,0.015384615,,2
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,6,Brachyura,1,0.007692308,,1
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,2,Gammarid,15,0.115384615,,15
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,2,Natantia,36,0.276923077,,36
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,1,Gammarid,11,0.084615385,,11
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,1,Valvifera,3,0.023076923,,3
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,1,Harpac,6,0.046153846,,6
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,1,Mysida,4,0.030769231,,4
Qualicum ,06-Jul-16,2.1,Bowser L2,1,,1,29-Sep-16,MM,1,1,Cumacea,1,0.007692308,,1
Qualicum ,06-Jul-16,1.2,Bowser L4,1,,0,,,,,NAN,,,,#DIV/0!
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,6,Gastropod,1,0.001272265,786,1
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,6,Phyllodocida,1,0.001272265,,1
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,22,Phyllodocida,1,0.001272265,,1
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,14,Phyllodocida,1,0.001272265,,1
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,22,Natantia,1,0.001272265,,1
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,18,Natantia,2,0.002544529,,2
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,14,Natantia,5,0.006361323,,5
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,10,Natantia,9,0.011450382,,9
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,6,Natantia,9,0.011450382,,9
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,22,Brachyura,1,0.001272265,,1
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,6,Brachyura,1,0.001272265,,1
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,2,Gammarid,13,0.01653944,,13
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,2,Caprellidea,106,0.134860051,,106
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,2,Valvifera,7,0.008905852,,7
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,2,Phyllodocida,57,0.072519084,,57
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,2,Natantia,9,0.011450382,,9
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,2,Natantia,309,0.393129771,,309
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,2,Brachyura,9,0.011450382,,9
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Gammarid,19,0.024173028,,19
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Caprellidea,91,0.115776081,,91
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Valvifera,2,0.002544529,,2
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Phyllodocida,107,0.136132316,,107
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Appendicularia,2,0.002544529,,2
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Harpac,1,0.001272265,,1
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Natantia,10,0.012722646,,10
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Cumacea,3,0.003816794,,3
Qualicum ,22-Jun-16,1.1,Sunny Beach,0,,1,29-Jul-16,MM,1,1,Ostracod,9,0.011450382,,9
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,6,Phyllodocida,2,0.033333333,60,2
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,2,Gammarid,1,0.016666667,,1
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,2,Caprellidea,4,0.066666667,,4
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,2,Phyllodocida,7,0.116666667,,7
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,2,Harpac,1,0.016666667,,1
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,2,Natantia,5,0.083333333,,5
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,2,Cumacea,11,0.183333333,,11
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,1,Gammarid,1,0.016666667,,1
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,1,Gastropod,1,0.016666667,,1
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,1,Phyllodocida,8,0.133333333,,8
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,1,Harpac,1,0.016666667,,1
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,1,Calanoid,1,0.016666667,,1
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,1,Cumacea,16,0.266666667,,16
Qualicum ,22-Jun-16,2.1,Sunny Beach,0,,1,27-Jul-16,MM,1,1,Ostracod,1,0.016666667,,1
Qualicum ,22-Jun-16,1.2,Sunny Beach,0,,0,,,,,NAN,,,,#DIV/0!
Qualicum ,22-Jun-16,2.2,Sunny Beach,0,,0,,,,,NAN,,,,#DIV/0!
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,10,Caprellidea,2,0.005464481,366,2
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,6,Caprellidea,4,0.010928962,,4
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,6,Gastropod,2,0.005464481,,2
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,6,Natantia,1,0.00273224,,1
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,22,Natantia,2,0.005464481,,2
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,18,Natantia,17,0.046448087,,17
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,14,Natantia,26,0.071038251,,26
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,10,Natantia,71,0.193989071,,71
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,6,Natantia,38,0.103825137,,38
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,10,Fish Larvae,2,0.005464481,,2
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,2,Gammarid,12,0.032786885,,12
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,2,Caprellidea,6,0.016393443,,6
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,2,Natantia,140,0.382513661,,140
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,2,Brachyura,6,0.016393443,,6
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,1,Gammarid,19,0.051912568,,19
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,1,Caprellidea,4,0.010928962,,4
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,1,Gastropod,3,0.008196721,,3
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,1,Calanoid,2,0.005464481,,2
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,1,Natantia,1,0.00273224,,1
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,1,Valvifera,5,0.013661202,,5
Qualicum ,22-Jun-16,1.1,Bowser L4,1,,1,03-Aug-16,MM,1,1,Ostracod,3,0.008196721,1,3
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,6,Gammarid,1,0.002881844,347,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,6,Caprellidea,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,50,Natantia,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,34,Natantia,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,18,Natantia,10,0.028818444,,10
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,14,Natantia,25,0.07204611,,25
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,10,Natantia,49,0.141210375,,49
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,6,Natantia,26,0.074927954,,26
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,10,Brachyura,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,14,Brachyura,4,0.011527378,,4
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,2,Gammarid,18,0.051873199,,18
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,2,Phyllodocida,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,2,Natantia,149,0.429394813,,149
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,2,Brachyura,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,2,Fish Larvae,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Gammarid,31,0.089337176,,31
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Caprellidea,3,0.008645533,,3
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Cyclopoid,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Harpac,1,0.002881844,,1
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Calanoid,4,0.011527378,,4
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Natantia,4,0.011527378,,4
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Cumacea,3,0.008645533,,3
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Isopod,10,0.028818444,,10
Qualicum ,22-Jun-16,2.1,Bowser L2,1,,1,04-Aug-16,MM,1,1,Phyllodocida,1,0.002881844,,1
Qualicum ,22-Jun-16,2.2,Bowser L2,1,,0,,,,,NAN,,,,#DIV/0!
Qualicum ,22-Jun-16,1.2,Bowser L4,1,,0,,,,,NAN,,,,#DIV/0!
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,6,Caprellidea,9,0.014263074,631,9
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,6,Echinoderm,3,0.004754358,,3
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,6,Valvifera,1,0.001584786,,1
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,6,Phyllodocida,3,0.004754358,,3
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,6,Natantia,6,0.009508716,,6
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,10,Fish Larvae,3,0.004754358,,3
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,30,Fish Larvae,1,0.001584786,,1
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,22,Brachyura,1,0.001584786,,1
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,2,Gammarid,43,0.0681458,,43
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,2,Caprellidea,206,0.326465927,,206
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,2,Echinoderm,12,0.019017433,,12
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,2,Phyllodocida,24,0.038034865,,24
Qualicum ,06-Jun-16,1.1,Sunny Beach,0,,1,08-Aug-16,MM,1,2,Natantia,65,0.103011094,,65
