1 Appendicularia,1 Barnacle,1 Bivalvia,1 Brachyura,1 Calanoid,1 Caprellidea,1 Cladoceran,1 Cnetophora,1 Cumacea,1 Cyclopoid,1 Echinoderm,1 Gammarid,1 Gastropod,1 Harpac,1 Hyperiidea,1 Mysida,1 Natantia,1 Ostracod,1 Phyllodocida,1 UK10,1 UK12,1 UK25,1 UK4,1 UK7,1 UK8,1 UK9,1 Valvifera,10 Appendicularia,10 Brachyura,10 Caprellidea,10 Cnetophora,10 Cumacea,10 Fish Larvae,10 Gammarid,10 Natantia,10 Phyllodocida,10 Pleuronecti,10 UK16,10 UK19,10 UK9,10 Valvifera,14 Brachyura,14 Cumacea,14 Phyllodocida,14 UK9,14 Valvifera,18 UK10,18 UK9,2 Appendicularia,2 Barnacle,2 Bivalvia,2 Brachyura,2 Calanoid,2 Caprellidea,2 Cladoceran,2 Cumacea,2 Echinoderm,2 Euphausiid,2 Fish Larvae,2 Gammarid,2 Gastropod,2 Harpac,2 Mysida,2 Natantia,2 Phyllodocida,2 UK10,2 UK11,2 UK21,2 UK24,2 UK25,2 UK27,2 UK9,2 Valvifera,22 Brachyura,22 Fish Larvae,22 Gammarid,22 Natantia,22 Phyllodocida,22 UK10,22 UK9,24 Valvifera,26 Fish Larvae,26 Pleuronecti,26 UK13,26 UK15,26 UK9,30 Brachyura,30 UK13,30 UK9,32 Valvifera,34 UK10,34 UK9,4 Mysida,42 UK10,50 UK10,6 Brachyura,6 Caprellidea,6 Cardidae,6 Cumacea,6 Echinoderm,6 Gammarid,6 Gastropod,6 Phyllodocida,6 UK10,6 UK9,6 Valvifera,8 Fish Larvae,82 Phyllodocida
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009695449338221309,0.0,0.0,0.0,0.0,4.561572164785453,0.0,0.0,0.0,0.0,-1.4760326527640044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2585685313167956,0.0,0.0,0.0,-1.4760326527640044,0.0,-0.628734729868919,0.0,0.0,0.0,0.0,0.0,0.0,-0.009695449338221309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8498009963553221,0.0,0.1566537730453762,0.0,2.236095346787713,0.0,0.0,1.8614018963747112,0.0,4.307693715298353,0.0,0.0,0.0,0.0,1.0729445391195318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8498009963553221,0.0,0.0,0.0,-0.5364934075145691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5364934075145691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0715834802801996,0.0,3.492764574312646,0.0,0.0,1.2310014667138554,0.0,3.8187655118212627,0.0,0.0,0.0,0.0,1.9241486618738006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0715834802801996,0.0,0.0,0.0,1.9241486618738006,0.0,0.0,0.0,0.7201758429478647,0.0,0.0,0.0,0.0,0.5378543153539098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.760260804168684,0.0,0.0,0.0,0.1508228917345836,0.0,0.0,1.2494351804026933,0.0,4.384929393839089,0.0,0.0,0.0,0.0,1.9425823609626387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508228917345836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508228917345836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8134107187600366,0.0,0.0,0.0,3.245803833683046,0.0,0.38077247218445937,0.0,2.277892484403674,0.0,0.0,0.9760268084629374,0.0,3.8979287930050885,0.0,0.0,0.0,1.0157102929571142,1.1003529395227052,0.0,0.0,0.28287960906272963,0.0,0.0,0.0,0.0,-0.7178397481503178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1743533951447777,0.0,0.0,0.0,0.0,-0.7178397481503178,0.0,0.0,0.0,0.0,0.0,-0.7178397481503178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.3078847667693003,0.0,0.020202743317518677,0.0,2.7282529052197293,0.0,0.0,1.0010319473292457,0.0,4.268697948966879,0.0,0.0,0.0,0.0,1.62964061655162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0784094473505992,0.0,0.0,0.0,0.0,0.867500575704723,0.0,0.0,-1.0784094473505992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12708576412110967,0.0,0.0,4.03255609710063,0.0,-0.631271764841858,0.0,0.0,0.0,0.0,0.0,0.0,2.9436479690319755,0.0,0.0,0.0,0.0,1.1604877043861972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19773384167119448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7222849934299519,-0.15551107140708798,0.0,0.0,3.848725482467034,0.0,1.5942281617143221,0.0,0.0,0.0,-1.3635372789972788,0.0,0.0,3.8068166038200655,0.0,0.0,0.0,0.0,0.38704939726524207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9140513803809505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8154409075819022,-4.9140513803809505,0.0,0.0,-4.179810951501942,0.0,0.0,0.0,-0.8408142412120604,0.0,0.0,-2.028378989911316,0.0,0.0,0.0,0.0,-4.179810951501942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.031578404975014,0.0,0.0,3.6534787754293583,0.0,1.2112455536550157,0.0,-0.6471032600585386,0.0,0.0,-2.840538709148517,0.0,3.8615761400868602,0.0,-1.3402504406184839,0.0,0.0,0.00677941772858588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6471032600585386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.533685889708462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1473923848383603,0.0,0.0,-2.4350747427069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8329091429351042,3.7747579427528213,0.0,2.9848032032415808,0.0,-0.021978875607664625,0.0,0.0,0.0,0.0,3.390268309664764,0.0,-0.2732932892853966,0.0,0.0,1.541996622336242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2192030440550914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
